"";"anime_id";"name";"genre";"type";"episodes";"rating";"members"
"6473";4460;"Kikumana";"Dementia, Psychological";"ONA";"1";6,1;4723
"6474";328;"Piano";"Drama, Music, Romance, Shoujo, Slice of Life";"TV";"10";6,1;5674
"6475";9385;"Rokushin Gattai GodMars (1982)";"Action, Mecha, Sci-Fi, Space";"Movie";"1";6,1;304
"6477";31072;"Show By Rock!!: Legend of Shingan Crimsonz";"Comedy, Music";"ONA";"3";6,1;516
"6478";21067;"Strange+";"Comedy, Shoujo, Slice of Life";"TV";"12";6,1;21006
"6479";25049;"Sushi Ninja";"Action, Comedy, Fantasy";"ONA";"Unknown";6,1;287
"6480";3849;"The SoulTaker: Tamashii-gari - Komugi Daisakusen";"Comedy";"Special";"3";6,1;1266
"6482";6718;"Yamato 2520";"Action, Adventure, Military, Sci-Fi";"OVA";"3";6,1;726
"6483";27789;"Yodaka no Hoshi (Music)";"Drama, Fantasy, Music, Slice of Life";"Music";"1";6,1;478
"6484";12145;"Backkom";"Comedy, Kids";"TV";"52";6,09;423
"6485";10799;"Chime";"Music";"Music";"1";6,09;3125
"6486";8551;"Dr. Slump Movie 11: Dr. Mashirito &amp; Abale-chan";"Comedy, Sci-Fi, Shounen";"Movie";"1";6,09;576
"6487";3104;"Geisters: Fractions of the Earth";"Action, Sci-Fi";"TV";"26";6,09;670
"6488";12569;"Himitsu no Akko-chan (Movie)";"Magic, School, Shoujo";"Movie";"1";6,09;228
"6489";9940;"Mai no Mahou to Katei no Hi";"Drama, Magic";"Special";"1";6,09;1131
"6491";25999;"Minna Atsumare! Falcom Gakuen SC";"Comedy, Parody, School, Seinen";"TV";"12";6,09;1366
"6492";3630;"Miracle Shoujo Limit-chan";"Comedy, Magic, School, Sci-Fi, Shoujo, Super Power";"TV";"25";6,09;236
"6493";30886;"Mu Di";"Music";"Movie";"1";6,09;145
"6495";33164;"Musaigen no Phantom World: Limitless Phantom World";"Comedy, Fantasy, Supernatural";"Special";"7";6,09;6401
"6496";4097;"Nanmu Ichibyousokusai";"Historical, Music";"Movie";"1";6,09;251
"6497";31890;"Nurse Witch Komugi-chan R";"Comedy, Magic, Parody";"TV";"12";6,09;7376
"6498";12135;"Ra/Radio Noise*Planet";"Adventure, Psychological, Sci-Fi";"OVA";"1";6,09;595
"6499";2906;"Rokushin Gattai GodMars: Juunanasai no Densetsu";"Action, Mecha, Sci-Fi, Space";"OVA";"1";6,09;408
"6500";1037;"Saint Beast: Seijuu Kourin-hen";"Action, Fantasy, Magic, Supernatural";"TV";"6";6,09;6177
"6501";6641;"Tonari no 801-chan R";"Comedy, Music";"OVA";"1";6,09;1947
"6502";6809;"Toshi Densetsu Monogatari Hikiko";"Horror";"OVA";"1";6,09;2963
"6503";4264;"Ultraviolet: Code 044";"Action, Sci-Fi";"TV";"12";6,09;3784
"6504";5920;"Xanadu Dragonslayer Densetsu";"Adventure, Comedy, Fantasy";"OVA";"1";6,09;307
"6505";19397;"Zettai Bouei Leviathan: Mini Takibi Gekijou";"Comedy, Fantasy, Magic";"Special";"13";6,09;1203
"6506";8181;"Adachi-ga Hara";"Sci-Fi";"Movie";"1";6,08;516
"6508";294;"Divergence Eve";"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space";"TV";"13";6,08;7833
"6509";19521;"GAME OVER feat. Hatsune Miku";"Music";"Music";"1";6,08;1400
"6510";8252;"Getter Robo (Movie)";"Action, Mecha, Sci-Fi, Shounen";"Movie";"1";6,08;527
"6511";9646;"Goddamn";"Action, Cars, Seinen, Sports";"OVA";"2";6,08;582
"6512";31064;"Gunslinger Stratos: The Animation - Kikan/Kaze no Yukue";"Action, Sci-Fi";"ONA";"1";6,08;1348
"6513";22497;"Hello Kitty no Kaguya-hime";"Fantasy, Kids";"OVA";"1";6,08;176
"6514";12971;"Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri";"Magic, Shoujo";"Movie";"1";6,08;200
"6515";1947;"Kikou Sennyo Rouran";"Action, Fantasy, Mecha";"TV";"28";6,08;1049
"6516";6993;"Koneko no Rakugaki";"Comedy";"Movie";"1";6,08;547
"6517";1740;"Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou";"Action, Drama, Police, Seinen";"TV";"11";6,08;627
"6519";28247;"Pankis! 2-jigen";"Comedy, Music";"TV";"24";6,08;331
"6520";6311;"Sarutobi Ecchan";"Comedy, Kids, Magic, School";"TV";"26";6,08;357
"6521";9239;"Scoopers";"Action, Sci-Fi";"OVA";"1";6,08;195
"6522";5293;"Time Slip Ichimannen: Prime Rose";"Action, Adventure, Drama, Romance, Sci-Fi";"Special";"1";6,08;584
"6523";12881;"Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA";"Comedy, Drama, Harem, Romance, Sci-Fi";"OVA";"4";6,08;550
"6524";23903;"Tuzki: Love Assassin";"Comedy, Romance";"ONA";"1";6,08;309
"6525";8707;"Wakusei Robo Danguard Ace tai Konchuu Robot Gundan";"Mecha, Sci-Fi";"Movie";"1";6,08;232
"6526";32338;"Yes! BanG_Dream!";"Music";"Music";"1";6,06;353
"6527";5931;"Ai to Ken no Camelot: Mangaka Marina Time Slip Jiken";"Adventure, Comedy, Fantasy";"OVA";"1";6,07;348
"6528";15423;"Antinotice";"Music";"Music";"1";6,07;744
"6530";3669;"Duel Masters Movie 1: Yami no Shiro no Maryuuou";"Adventure, Kids";"Movie";"1";6,07;748
"6531";3461;"Gensou Jotan Ellcia";"Adventure, Fantasy";"OVA";"4";6,07;940
"6532";9264;"Hana no Ko Lunlun: Konnichiwa Sakura no Kuni";"Drama, Magic, Shoujo";"Movie";"1";6,07;423
"6533";11543;"Hate You";"Music";"Music";"1";6,07;1222
"6534";2465;"Idol Bouei-tai Hummingbird";"Action, Adventure, Comedy, Military, Music, Shounen";"OVA";"4";6,07;825
"6535";32748;"La Primavera";"Music";"Music";"1";6,07;86
"6536";13195;"Misenai Namida wa, Kitto Itsuka";"Fantasy, Music";"Music";"1";6,07;279
"6537";1769;"Oh! Super Milk-chan";"Action, Comedy, Parody, Sci-Fi";"TV";"12";6,07;2757
"6538";22735;"Oreca Battle";"Game";"TV";"51";6,07;1632
"6540";24179;"Strobe Light";"Music";"Music";"1";6,07;313
"6542";13691;"Taisei Kensetsu: Shin Doha Kokusai Kuukou";"Drama";"Special";"1";6,07;1705
"6543";5263;"Tomorrow&#039;s Song";"Music";"Music";"1";6,07;507
"6544";12851;"Ultraman USA";"Action, Adventure, Sci-Fi";"Movie";"1";6,07;243
"6545";25875;"Wake Up, Girl Zoo!";"Comedy";"ONA";"10";6,07;3308
"6546";32382;"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!";"Drama";"Special";"1";6,1;535
"6547";2183;"Ayane-chan High Kick!";"Comedy, Shounen, Sports";"OVA";"2";6,06;2439
"6548";29291;"Behind a Smile";"Action, Demons, Music";"Music";"1";6,06;292
"6550";7953;"Defend Love";"Adventure, Fantasy, Magic, Mecha, Music, Romance, Sci-Fi, Super Power, Supernatural";"Music";"1";6,06;1162
"6551";27417;"Diabolik Lovers OVA";"Harem, School, Shoujo, Vampire";"OVA";"1";6,06;13638
"6552";858;"Gunparade Orchestra";"Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life";"TV";"24";6,06;2816
"6553";31109;"Hatsukoi Monster";"Comedy, Romance, School, Shoujo";"TV";"12";6,06;37238
"6554";29778;"Himitsu Spark";"Music";"Music";"1";6,06;367
"6555";31035;"Inferno Cop Specials";"Action, Comedy";"Special";"2";6,06;755
"6556";1991;"Juusou Kikou Dancougar Nova";"Mecha";"TV";"12";6,06;3326
"6557";8667;"Koi Hanabi";"Fantasy, Music";"Music";"1";6,06;235
"6558";7461;"Komaneko no Christmas: Maigo ni Natta Present";"Comedy, Fantasy";"Movie";"1";6,06;207
"6559";8443;"Mahou no Star Magical Emi: Semishigure";"Comedy, Magic, Shoujo";"OVA";"1";6,06;337
"6560";14045;"Mangirl!";"Comedy, Slice of Life";"TV";"13";6,05;19015
"6561";1912;"Marginal Prince: Gekkeiju no Ouji-tachi";"Romance, School, Shounen Ai";"TV";"13";6,06;7962
"6562";10679;"Maria†Holic: Run Run Riru Ran Ran Rara";"Comedy, Music";"Music";"1";6,06;2778
"6563";28991;"Ninja &amp; Soldier";"Psychological";"Movie";"1";6,06;166
"6564";8724;"Nobiro Nobiro Daisuki na Ki";"Fantasy, Music";"Music";"1";6,06;168
"6565";31362;"Osiris no Tenbin";"Drama, Supernatural, Thriller";"ONA";"10";6,06;1447
"6566";31846;"Puzzle &amp; Dragons CM";"Game, School";"ONA";"2";6,06;696
"6568";6798;"Saa Ikou! Tamagotchi";"Kids";"TV";"12";6,06;487
"6569";1226;"Seihou Tenshi Angel Links";"Action, Adventure, Comedy, Drama, Romance, Sci-Fi, Space";"TV";"13";6,06;4817
"6570";7257;"Shijin no Shougai";"Drama, Fantasy, Psychological";"Movie";"1";6,06;541
"6571";1148;"Teito Monogatari";"Historical, Horror, Supernatural";"OVA";"4";6,06;3393
"6572";19133;"Turning Girls";"Comedy, Slice of Life";"ONA";"7";6,06;4588
"6573";15743;"Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni";"Adventure, Comedy, Supernatural";"Special";"1";6,06;265
"6574";33798;"Cheer Danshi!! Recap";"School, Sports";"Special";"1";6,06;2537
"6575";7771;"Chiisana Jumbo";"Fantasy, Kids, Music";"Movie";"1";6,05;202
"6576";9274;"Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!";"Action, Mecha, Sci-Fi, Super Power";"Movie";"1";6,05;389
"6577";4158;"Dore Dore no Uta";"Music";"Music";"1";6,05;1658
"6578";5785;"G-9";"Fantasy";"OVA";"1";6,05;1693
"6579";18109;"Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?";"Comedy, Parody";"Movie";"1";6,05;433
"6581";8213;"Hoka Hoka Kazoku";"Comedy";"TV";"1428";6,05;194
"6582";3805;"Kaitou Tenshi Twin Angel";"Magic";"OVA";"2";6,05;3442
"6585";361;"Memories Off";"Drama, Romance";"OVA";"3";6,05;4488
"6586";32898;"Mobile Suit Gundam 0083: Stardust Memory Picture Drama - Uchuu no Kagerou 2";"Action, Mecha, Space";"Special";"1";6,05;269
"6587";20961;"Parol no Miraijima";"Action, Adventure, Fantasy";"Movie";"1";6,05;1541
"6588";1098;"Samurai Girl Real Bout High School";"Adventure, Comedy, Fantasy, Shounen";"TV";"13";6,05;6689
"6589";1378;"Sengoku Kitan Youtouden Soushuuhen";"Action, Martial Arts, Samurai";"Movie";"1";6,05;3110
"6590";1227;"Shuten Douji";"Demons, Historical, Horror, Sci-Fi, Shounen, Space, Supernatural";"OVA";"4";6,05;1036
"6591";8176;"Teinenpi Shoujo Haiji";"Comedy";"ONA";"8";6,05;216
"6592";30909;"vivi";"Adventure, Fantasy, Music, Romance";"Music";"1";6,05;134
"6594";1351;"Angel Cop";"Action, Police, Sci-Fi";"OVA";"6";6,04;5663
"6595";1268;"Aquarian Age: Saga II - Don&#039;t Forget Me...";"Action, Drama, Super Power";"OVA";"1";6,04;2332
"6596";33548;"Babyshiba";"Comedy";"Special";"6";6,04;129
"6597";2607;"Birth";"Action, Adventure, Comedy, Sci-Fi";"OVA";"1";6,04;2129
"6598";2292;"Bouken! Iczer 3";"Action, Adventure, Sci-Fi";"OVA";"6";6,04;1218
"6599";12157;"Busou Chuugakusei: Basket Army";"Action, Military";"ONA";"5";6,04;4046
"6600";5918;"Deimos no Hanayome: Ran no Kumikyoku";"Demons, Drama, Fantasy, Horror, Magic, Mystery, Psychological, Shoujo, Supernatural";"OVA";"1";6,04;2030
"6601";2065;"Gall Force: New Era";"Action, Mecha, Military, Sci-Fi, Space";"OVA";"2";6,04;950
"6602";18557;"High School Agent";"Action, Drama, Military";"OVA";"2";6,04;219
"6603";11043;"Install Pilot";"Action, Sci-Fi, Shounen";"Special";"1";6,04;456
"6604";307;"Kerokko Demetan";"Comedy, Fantasy, Kids";"TV";"39";6,04;533
"6605";1908;"Lesson XX";"Romance, Shounen Ai";"OVA";"1";6,04;4574
"6606";9878;"Licca-chan to Yamaneko Hoshi no Tabi";"Adventure, Fantasy, Kids, Magic";"OVA";"1";6,04;189
"6607";31631;"Monster Hunter Stories: Ride On";"Fantasy";"TV";"48";6,03;6848
"6608";3480;"Nayuta";"Action, Sci-Fi, Shoujo";"OVA";"1";6,04;549
"6609";13673;"Otome Nadeshiko Koi Techou";"Historical, Shoujo";"OVA";"1";6,04;3074
"6610";32961;"Regalia: The Three Sacred Stars";"Action, Mecha, Sci-Fi";"TV";"13";6,03;16766
"6611";15769;"Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama";"Fantasy";"Special";"6";6,04;1292
"6612";33775;"Soul Buster";"Action, Samurai";"TV";"12";6,01;11086
"6613";23679;"Strange+ Special";"Comedy, Shoujo, Slice of Life";"Special";"1";6,04;1235
"6614";17965;"Tetsuwan Atom: Ao Kishi no Kan";"Action, Mecha, Sci-Fi";"Movie";"1";6,04;282
"6615";9528;"Transformers Superlink Special";"Adventure, Kids, Mecha, Sci-Fi, Shounen";"Special";"1";6,04;418
"6616";6800;"Transformers: Scramble City";"Action, Mecha, Sci-Fi, Shounen";"OVA";"1";6,04;792
"6617";2882;"Anime Oyako Gekijou";"Adventure, Fantasy, Historical, Kids, Sci-Fi";"TV";"26";6,03;1074
"6618";15749;"Chiisana Ojisan";"Slice of Life";"TV";"30";6,03;478
"6619";33236;"Committed RED";"Music";"Music";"1";6,03;140
"6620";31018;"DD Hokuto no Ken 2 Ichigo Aji+";"Comedy, Parody, School, Seinen";"TV";"12";6,03;1695
"6621";11795;"Forsaken";"Music, Vampire";"Music";"1";6,03;583
"6622";24855;"Girlfriend (Kari)";"School, Slice of Life";"TV";"12";6,03;24338
"6623";22835;"Himegoto";"Comedy, School";"TV";"13";6,03;42129
"6624";10217;"Kaitou Tenshi Twin Angel: Kyun Kyun?Tokimeki Paradise!!";"Magic";"TV";"12";6,03;4669
"6625";5472;"Kokoro Toshokan: Communication Clips";"Comedy, Drama, Slice of Life";"Special";"1";6,03;455
"6627";31793;"Mahou Shoujo Nante Mou Ii Desukara.";"Comedy, Magic";"TV";"12";6,03;13654
"6629";4130;"Petit Eva: Evangelion@School";"Comedy, Parody, School";"ONA";"24";6,03;15734
"6630";32772;"Puzzle &amp; Dragons Cross";"Game, Kids";"TV";"Unknown";6,03;4369
"6631";1245;"Shihaisha no Tasogare";"Action, Demons, Drama, Horror, Sci-Fi, Shoujo, Supernatural";"OVA";"1";6,03;4377
"6632";32521;"Super Mario World: Mario to Yoshi no Bouken Land";"Comedy, Game, Kids";"OVA";"1";6,02;163
"6633";31790;"Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari";"Comedy, Mecha, Police, Sci-Fi";"TV";"12";6,02;37993
"6634";56;"Avenger";"Adventure, Fantasy, Sci-Fi, Shounen";"TV";"13";6,02;12286
"6635";1665;"Babel Nisei (1992)";"Action, Mecha, Sci-Fi";"OVA";"4";6,02;1074
"6636";4522;"Bounty Hunter: The Hard";"Action, Police";"OVA";"1";6,02;430
"6637";18599;"Chocotan!";"Comedy, Shoujo";"Special";"1";6,02;2923
"6638";3763;"Chouon Senshi Borgman: Lovers Rain";"Action, Demons, Sci-Fi, Shounen";"Movie";"1";6,02;404
"6640";2382;"Firestorm";"Action, Mecha, Military, Sci-Fi";"TV";"26";6,02;615
"6641";1623;"G-On Riders";"Action, Comedy, School, Sci-Fi";"TV";"13";6,02;2606
"6642";4210;"Gokiburi-tachi no Tasogare";"Drama, Military";"Movie";"1";6,02;794
"6643";16317;"Ishida to Asakura";"Comedy, School, Seinen";"TV";"12";6,02;9800
"6644";3267;"Kingdom of Chaos: Born to Kill";"Fantasy";"OVA";"4";6,02;496
"6645";28959;"Kizuna (Special)";"Drama, Romance, Slice of Life";"Special";"1";6,02;394
"6646";5415;"La Rose de Versailles";"Drama, Historical, Military, Romance, Shoujo Ai, Slice of Life";"Special";"1";6,02;1812
"6647";32695;"Match Shoujo";"";"ONA";"1";6,02;242
"6648";9087;"Mobile Suit SD Gundam Musha, Knight, Commando";"Action, Comedy, Fantasy, Mecha, Parody";"Movie";"2";6,02;860
"6649";29323;"Oyaji no, Imo no Kamisama.";"Slice of Life";"Special";"1";6,02;202
"6650";1643;"Sailor Victory";"Action, Comedy, Mecha, Sci-Fi";"OVA";"2";6,02;801
"6652";16506;"Three Monks";"Music";"Movie";"1";6,02;196
"6653";3685;"4-Day Weekend";"Music";"Music";"1";6,01;1712
"6654";32750;"Ashita e Mukau Hito";"Music";"Music";"1";6,02;105
"6655";6189;"Baton";"Adventure, Sci-Fi";"Movie";"3";6,01;1482
"6656";17127;"Chokkyuu Hyoudai Robot Anime: Straight Title";"Comedy, Mecha";"TV";"12";6,01;1399
"6657";32139;"DušaN";"Music, Psychological";"Music";"1";6,01;419
"6658";9732;"Full Moon Party";"Music";"Music";"1";6,01;1020
"6660";22983;"Hipira-kun ONA";"Comedy, Fantasy, Kids, Supernatural, Vampire";"ONA";"2";6,01;318
"6661";30133;"Ima, Futari no Michi";"Drama";"Special";"1";6,01;352
"6662";9045;"Jack to Mame no Ki (1989)";"Adventure, Dementia, Kids";"OVA";"1";6,01;630
"6663";17141;"Kara The Animation";"Action";"TV";"5";6,01;572
"6664";16636;"Kotoura-san: Haruka no Heya";"Comedy, School";"ONA";"6";6,01;9641
"6665";7915;"Otaku no Seiza";"Comedy, Parody";"OVA";"2";6,01;378
"6666";1644;"Princess Rouge";"Fantasy, Romance";"OVA";"2";6,01;1025
"6667";14347;"Ryo";"Action, Drama, Historical, Samurai";"Movie";"1";6,01;8687
"6668";8706;"SOS TV Walpurgis Night Fever";"Comedy, Sci-Fi";"ONA";"11";6,01;422
"6669";5090;"Techno Police 21C";"Action, Mecha, Police, Sci-Fi";"Movie";"1";6,01;402
"6670";10701;"Ulysses 31 Pilot";"Action, Adventure, Sci-Fi, Space";"Special";"1";6,01;218
"6672";31318;"Comet Lucifer";"Action, Adventure, Fantasy, Mecha";"TV";"12";6;66659
"6673";7139;"Gdleen";"Fantasy, Sci-Fi";"OVA";"1";6;408
"6674";8333;"Kodomo no Keijijougaku";"Fantasy";"ONA";"1";6;543
"6675";24275;"Medamayaki no Kimi Itsu Tsubusu?";"Comedy, Seinen";"Special";"4";6;712
"6676";31738;"Nanairo Kakumei";"Comedy, School, Shoujo";"Special";"3";6;477
"6677";21641;"Planet:Valkyrie";"Action, Music";"ONA";"1";6;883
"6680";12133;"Sekai Kei Sekai Ron";"Psychological, Sci-Fi";"OVA";"1";6;644
"6681";3498;"Shin Onimusha: Dawn of Dreams the Story";"Action, Demons, Historical, Martial Arts, Samurai";"OVA";"1";6;695
"6682";2616;"Sora Iro no Tane";"Kids";"Special";"1";6;2016
"6683";9393;"T.P. Sakura: Time Paladin Sakura";"Action, Magic";"OVA";"2";6;2784
"6684";10545;"The Epic Of ZektBach";"Action, Fantasy, Supernatural";"OVA";"1";6;2792
"6685";20913;"6?Princess";"Magic, Music";"Music";"1";5,99;1807
"6687";9409;"D-1 Devastator";"Mecha, Sci-Fi";"OVA";"2";5,99;320
"6688";30289;"Dededen";"Slice of Life";"Special";"5";5,99;158
"6689";17733;"Dibetagurashi: Ahiru no Seikatsu";"Comedy, Slice of Life";"TV";"39";5,99;586
"6690";1928;"Early Reins";"Action, Adventure, Seinen";"OVA";"1";5,99;1902
"6691";4012;"First Squad";"Action, Music";"Music";"1";5,99;4946
"6692";24975;"Ghibli ga Ippai Special Short Short";"Slice of Life";"Special";"10";5,99;733
"6693";5501;"Gun x Sword-san";"Action, Dementia, Parody";"Special";"13";5,99;2168
"6694";1220;"Hoshizora Kiseki";"Romance, Sci-Fi";"ONA";"1";5,99;7674
"6695";2072;"Idol Project";"Adventure, Comedy, Music";"OVA";"4";5,99;958
"6696";510;"Kakyuusei 2: Hitomi no Naka no Shoujo-tachi";"Comedy, Drama, Harem, Romance, School";"TV";"13";5,99;3334
"6697";28419;"Katsura Hime";"Action, Comedy";"Movie";"1";5,99;116
"6698";18643;"Kita e: Pure Session";"Music";"Music";"1";5,99;212
"6699";8936;"Melody";"Drama";"ONA";"1";5,99;1018
"6700";28665;"Nenga no Kizuna";"Slice of Life";"ONA";"1";5,99;178
"6701";19727;"Nexus";"Music";"Music";"1";5,99;1884
"6702";1939;"SD Gundam Gaiden";"Adventure, Comedy, Fantasy, Mecha";"OVA";"4";5,99;1467
"6703";33508;"Si Ling Bianma: Zhi Shijie Caozong Zhe";"Fantasy, Game, Horror, Mystery, Parody, Psychological";"ONA";"12";5,99;563
"6704";3820;"Space Station No.9";"Music, Sci-Fi";"Music";"1";5,99;1629
"6705";30813;"Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e";"Comedy, Romance, School";"Special";"1";5,99;718
"6706";15795;"Beast Saga";"Action, Kids, Sci-Fi, Shounen";"TV";"38";5,98;861
"6707";18419;"Boku no Imouto wa &quot;Osaka Okan&quot;: Uchi no Oniichan wa Tokyo Rule";"Comedy";"Special";"1";5,98;2297
"6708";7518;"Boku wa Kuma";"Kids, Music, Slice of Life";"Music";"1";5,98;985
"6709";29943;"Crazy for It";"Dementia, Music";"Movie";"1";5,98;539
"6710";26079;"Donyatsu Specials";"Comedy, Sci-Fi, Seinen";"Special";"2";5,98;231
"6711";19519;"Dream Creator feat. GUMI";"Music";"Music";"1";5,98;571
"6712";33911;"Gakuen Handsome: Legend of Sexy";"Comedy, Music";"Music";"2";6;363
"6713";7466;"Hashire!";"Comedy";"ONA";"1";5,98;556
"6714";9205;"Kaichuu!";"Comedy, Seinen, Sports";"ONA";"4";5,98;6941
"6715";11715;"Kamisama Dolls Specials";"Comedy";"Special";"6";5,98;4985
"6717";3235;"Magma Taishi";"Action, Sci-Fi, Shounen, Space, Super Power";"OVA";"13";5,98;421
"6718";10519;"Mahou Shoujo Sonico?Magica";"Music, Parody";"ONA";"1";5,98;13266
"6719";1440;"Ninja Mono";"Adventure, Comedy, Shounen, Supernatural";"OVA";"2";5,98;1651
"6720";8963;"Stitch!: Piko Kara no Chousenjou";"Adventure, Comedy, Kids";"Special";"1";5,98;458
"6722";4660;"Yoshino no Hime";"Comedy, Fantasy, Historical, Slice of Life";"ONA";"1";5,98;339
"6723";21081;"Yu Bang Xiang Zheng";"Historical";"Movie";"1";5,98;216
"6724";1223;"Ame to Shoujo to Watashi no Tegami";"Shoujo";"ONA";"1";5,97;6686
"6725";30053;"Bab Mook Ja";"Slice of Life";"Movie";"1";5,97;306
"6726";30746;"Fushigi na Somera-chan";"Comedy, Magic, Slice of Life";"TV";"12";5,97;7988
"6727";22295;"Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya";"Fantasy, Historical, Romance, Shoujo";"OVA";"1";5,97;2147
"6728";9627;"Kakko Kawaii Sengen!";"Comedy";"TV";"5";5,97;590
"6729";33244;"Kiitarou Shounen no Youkai Enikki";"Comedy, Supernatural";"TV";"12";5,97;11986
"6730";29770;"Kikyuu";"Music";"Music";"1";5,97;247
"6732";34367;"Long Riders Recap";"Comedy, Shounen, Slice of Life, Sports";"Special";"1";5,97;582
"6733";6355;"Marie &amp; Gali Episode Zero";"Comedy";"Special";"1";5,97;802
"6734";6792;"Mobile Suit SD Gundam Mk V";"Comedy, Mecha, Parody, Sci-Fi";"OVA";"3";5,97;1294
"6735";1154;"Mother: Saigo no Shoujo Eve";"Adventure, Drama, Sci-Fi";"Movie";"1";5,97;697
"6736";676;"Refrain Blue";"Drama, Romance";"OVA";"3";5,97;1181
"6737";6412;"Yuki Terai";"Music";"OVA";"6";5,97;280
"6738";16405;"Boku no Imouto wa &quot;Osaka Okan&quot;";"Comedy";"TV";"12";5,96;12917
"6739";23551;"Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe";"Comedy, Slice of Life";"TV";"12";5,95;6220
"6740";6721;"Dark Side Cat";"Action";"ONA";"6";5,96;1821
"6741";17693;"Erementar Gerad: Aozora no Senki";"Music";"Music";"1";5,96;759
"6742";19187;"Fake Doll";"Music";"Music";"1";5,96;893
"6743";33905;"Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto";"Music";"ONA";"1";5,97;578
"6744";668;"Koi Koi 7";"Comedy, Harem, Romance";"TV";"13";5,96;10399
"6745";32256;"Mahou no Tenshi Creamy Mami: Zutto Kitto Motto";"Fantasy, Magic, Music, Romance, School, Sci-Fi, Shoujo";"Music";"1";5,96;129
"6746";13233;"Mugen no Ryvius: Illusion";"Comedy";"Special";"6";5,96;517
"6747";2091;"Oshare Kozou wa Hanamaru";"Romance, Shoujo";"OVA";"1";5,96;327
"6749";20557;"11eyes Picture Drama";"Comedy";"Special";"13";5,95;2505
"6750";23781;"Blade &amp; Soul Specials";"Comedy";"Special";"7";5,95;5167
"6751";33985;"Bloodivores";"Action, Supernatural, Vampire";"TV";"12";5,95;36827
"6752";7122;"Dai Yamato Zero-gou";"Sci-Fi, Space";"OVA";"5";5,95;566
"6753";5889;"DragonBlade";"Action, Fantasy";"Movie";"1";5,95;427
"6754";28537;"Garo: Guren no Tsuki";"Action, Demons, Fantasy, Magic, Supernatural";"TV";"23";5,96;17515
"6755";1115;"Handsome Girl";"Romance, Shoujo";"OVA";"1";5,95;1734
"6756";2600;"Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors";"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space";"OVA";"1";5,95;375
"6757";1620;"MAPS";"Adventure, Comedy, Sci-Fi";"OVA";"4";5,95;1007
"6758";5907;"Mujigen Hunter Fandora";"Adventure, Fantasy, Sci-Fi";"OVA";"3";5,95;688
"6759";5260;"Pankunchi";"Adventure, Kids";"ONA";"10";5,95;210
"6760";1767;"Psycho Diver: Mashou Bosatsu";"Horror, Psychological, Sci-Fi";"OVA";"1";5,95;2137
"6761";30499;"Rolling?Girls: Chibi?Rolling?Girls Korokoro Gekijou";"Slice of Life";"Special";"12";5,95;2111
"6762";8722;"Ten no Kawa";"Fantasy, Music";"Music";"1";5,95;471
"6763";9608;"Yuri Seijin Naoko-san";"Comedy";"OVA";"1";5,95;9485
"6764";4923;"Akai Hayate";"Action, Martial Arts, Super Power";"OVA";"4";5,94;778
"6765";23213;"Kantoku Fuyuki Todoki";"Comedy, Josei, Slice of Life";"TV";"13";5,94;4037
"6766";5875;"Kobutori (1929)";"Comedy, Demons";"Movie";"1";5,94;1280
"6767";2346;"Koroshiya 1 The Animation: Episode 0";"Action, Dementia, Drama, Horror, Martial Arts, Psychological, Seinen";"OVA";"1";5,94;5704
"6768";5842;"Kotatsu Neko (ONA)";"Comedy";"ONA";"2";5,94;678
"6769";3990;"Kumo to Tulip";"Adventure";"Movie";"1";5,94;843
"6770";16023;"Kuro to Kin no Akanai Kagi.";"Romance, Shoujo";"OVA";"2";5,94;5019
"6771";12101;"Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box";"Magic, Music";"Music";"1";5,94;1773
"6772";23229;"Meshimase Lodoss-tou Senki: Sorette Oishii no?";"Comedy";"TV";"13";5,94;1187
"6773";29834;"Moshidora Recap";"Drama, Sports";"Special";"1";5,94;251
"6774";16381;"Santa Company";"Fantasy";"Movie";"1";5,94;2659
"6775";1866;"Seirei Tsukai";"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural";"Movie";"1";5,94;1693
"6776";27613;"Selector Infected WIXOSS: Midoriko-san to Piruruku-tan";"Comedy";"Special";"3";5,94;5505
"6777";32571;"Shounen Ashibe: Go! Go! Goma-chan";"Comedy, Slice of Life";"TV";"Unknown";5,94;1625
